Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.2821387080,0.2606080627,0.0347277832,-0.0092807010,9.8042450690
3.2921987080,0.2652484131,0.0422122192,-0.0194595340,9.7942238700
3.3022597080,0.2589614868,0.0203576660,-0.0115260310,9.8019165270
3.3123207080,0.2510279846,0.0193098450,-0.0178129580,9.7954231650
3.3223817080,0.2288740540,0.0314346313,-0.0154179380,9.7973062230
3.3324417080,0.2170486450,0.0299377441,-0.0065863040,9.8058618430
3.3425027080,0.2266287231,0.0217048645,-0.0333805850,9.7792698540
3.3525637080,0.2529739380,0.0365240478,-0.0097297670,9.8036027290
3.3626247080,0.2779719543,0.0338296509,-0.0226029970,9.7914019910
3.3726847080,0.2689906311,0.0356259155,-0.0122744750,9.8014820630
3.3827457080,0.2438429260,0.0458047485,-0.0034428410,9.8096952430
3.3928067080,0.2321672058,0.0260458374,-0.0115260310,9.8012587000
3.4028677080,0.2254312134,0.0134719849,-0.0103285220,9.8022732980
3.4129277080,0.2357597351,0.0293389893,-0.0103285220,9.8025509190
3.4229887080,0.2466870117,0.0248483276,-0.0169148250,9.7962232090
3.4330497080,0.2523751831,0.0232017517,-0.0107775880,9.8024992440
3.4431097080,0.2489323425,0.0461041260,-0.0197589110,9.7935138470
3.4531707080,0.2423460388,0.0260458374,-0.0269439700,9.7860919310
3.4632317080,0.2351609802,0.0366737366,-0.0175135800,9.7953782940
3.4732927080,0.2212399292,0.0291893005,-0.0080831910,9.8044567550
3.4833527080,0.2357597351,0.0139210510,-0.0068856810,9.8059587390
3.4934137080,0.2552192688,0.0258961487,-0.0300874330,9.7832764100
3.5034747080,0.2477348328,0.0187110901,-0.0191601560,9.7939913980
3.5135357080,0.2739303589,0.0158670044,-0.0104782100,9.8033625310
3.5235957080,0.2647993469,0.0383203125,-0.0148191830,9.7988343370
3.5336566250,0.2296224976,0.0312849426,-0.0017962650,9.8109411250
3.5437176250,0.2179467773,0.0417631531,-0.0249980160,9.7875180090
3.5537786250,0.2118095398,0.0426612854,-0.0226029970,9.7897815790
3.5638386250,0.2180964661,0.0336799622,-0.0208067320,9.7916804100
3.5738996250,0.2412982178,0.0383203125,-0.0043409730,9.8087023720
3.5839606250,0.2633024597,0.0249980164,-0.0001496890,9.8134151150
3.5940216250,0.2763253784,0.0257464600,0.0025447080,9.8164684200
3.6040816250,0.2520758057,0.0243992615,-0.0052391050,9.8080310840
3.6141426250,0.2261796570,0.0354762268,-0.0119750980,9.8006993520
3.6242036250,0.2194436646,0.0381706238,-0.0187110900,9.7938220850
3.6342646250,0.2192939758,0.0317340088,-0.0148191830,9.7976866720
3.6443246250,0.2314187622,0.0269439697,-0.0163160710,9.7964547430
3.6543856250,0.2630030823,0.0143701172,-0.0098794560,9.8036595110
3.6644466250,0.2505789185,0.0309855652,-0.0077838130,9.8054674580
3.6745076250,0.2514770508,0.0377215576,-0.0160166930,9.7972839420
3.6845676250,0.2556683350,0.0458047485,-0.0157173160,9.7977261480
3.6946286250,0.2233355713,0.0380209351,-0.0140707400,9.7985485880
3.7046896250,0.2143542480,0.0345780945,-0.0179626460,9.7944442890
3.7147506250,0.2210902405,0.0321830750,-0.0209564210,9.7915928650
3.7248106250,0.2366578674,0.0348774719,-0.0315843200,9.7813412470
